	sample	project	condition	type	missing_metadata	cell_line	differentiated
1252	SRS3968639	SRP166108	control	liver	False	True	False
1253	SRS4656462	SRP193323	control	liver	False	False	False
1254	SRS4467243	SRP187978	control	liver	False	False	False
1255	SRS5462192	SRP223896	control	liver	False	False	False
1256	SRS3982362	SRP166108	control	liver	False	True	False
1257	SRS629596	SRP012682	control	liver	False	False	False
1258	SRS3982733	SRP166108	control	liver	False	True	False
1259	SRS3950033	SRP166108	control	liver	False	True	False
1260	SRS3969417	SRP166108	control	liver	False	True	False
1261	SRS5898445	SRP238929	control	liver	False	False	False
1262	SRS3969367	SRP166108	control	liver	False	True	False
1263	SRS5899873	SRP238929	control	liver	False	False	False
1264	SRS5902380	SRP238929	control	liver	False	False	False
1265	SRS4466821	SRP187978	control	liver	False	False	False
1266	SRS3949977	SRP166108	control	liver	False	True	False
1267	SRS5914418	SRP238929	control	liver	False	False	False
1268	SRS3963758	SRP166108	control	liver	False	True	False
1269	SRS3981680	SRP166108	control	liver	False	True	False
1270	SRS5909327	SRP238929	control	liver	False	False	False
1271	SRS1501724	SRP076519	control	liver	False	False	False
1272	SRS5901916	SRP238929	control	liver	False	False	False
1273	SRS3967135	SRP166108	control	liver	False	True	False
1274	SRS3969327	SRP166108	control	liver	False	True	False
1275	SRS5907114	SRP238929	control	liver	False	False	False
1276	SRS3968655	SRP166108	control	liver	False	True	False
1277	SRS5902060	SRP238929	control	liver	False	False	False
1278	SRS4467315	SRP187978	control	liver	False	False	False
1279	SRS3967259	SRP166108	control	liver	False	True	False
1280	SRS1017241	SRP012682	control	liver	False	False	False
1281	SRS3960138	SRP166108	control	liver	False	True	False
1282	SRS5906179	SRP238929	control	liver	False	False	False
1283	SRS4742628	SRP197353	control	liver	False	False	False
1284	SRS5903006	SRP238929	control	liver	False	False	False
1285	SRS5895758	SRP238929	control	liver	False	False	False
1286	SRS3978312	SRP166108	control	liver	False	True	False
1287	SRS3969170	SRP166108	control	liver	False	True	False
1288	SRS3981812	SRP166108	control	liver	False	True	False
1289	SRS3975197	SRP166108	control	liver	False	True	False
1290	SRS3967247	SRP166108	control	liver	False	True	False
1291	SRS3970850	SRP166108	control	liver	False	True	False
1292	SRS3968593	SRP166108	control	liver	False	True	False
1293	SRS3959379	SRP166108	control	liver	False	True	False
1294	SRS638026	SRP012682	control	liver	False	False	False
1295	SRS3958064	SRP166108	control	liver	False	True	False
1296	SRS5911008	SRP238929	control	liver	False	False	False
1297	SRS1667495	SRP012682	control	liver	False	False	False
1298	SRS5911944	SRP238929	control	liver	False	False	False
1299	SRS5898894	SRP238929	control	liver	False	False	False
1300	SRS1842794	SRP094716	control	liver	False	False	False
1301	SRS3969411	SRP166108	control	liver	False	True	False
1302	SRS1890761	SRP095921	control	liver	False	False	False
1303	SRS738386	SRP049592	control	liver	False	False	False
1304	SRS4467931	SRP187978	control	liver	False	False	False
1305	SRS3965751	SRP166108	control	liver	False	True	False
1306	SRS5906858	SRP238929	control	liver	False	False	False
1307	SRS3982571	SRP166108	control	liver	False	True	False
1308	SRS3969973	SRP166108	control	liver	False	True	False
1309	SRS3969404	SRP166108	control	liver	False	True	False
1310	SRS3967334	SRP166108	control	liver	False	True	False
1311	SRS3967264	SRP166108	control	liver	False	True	False
1312	SRS3982408	SRP166108	control	liver	False	True	False
1313	SRS3970956	SRP166108	control	liver	False	True	False
1314	SRS3968556	SRP166108	control	liver	False	True	False
1315	SRS3967322	SRP166108	control	liver	False	True	False
1316	SRS5910110	SRP238929	control	liver	False	False	False
1317	SRS5502184	SRP225110	control	liver	False	True	False
1318	SRS3959739	SRP166108	control	liver	False	True	False
1319	SRS4466798	SRP187978	control	liver	False	False	False
1320	SRS3982375	SRP166108	control	liver	False	True	False
1321	SRS3958130	SRP166108	control	liver	False	True	False
1322	SRS3982401	SRP166108	control	liver	False	True	False
1323	ERS092678	ERP001344	control	liver	False	False	False
1324	SRS5895703	SRP238929	control	liver	False	False	False
1325	SRS3982204	SRP166108	control	liver	False	True	False
1326	SRS3968702	SRP166108	control	liver	False	True	False
1327	SRS5462199	SRP223896	control	liver	False	False	False
1328	SRS5913777	SRP238929	control	liver	False	False	False
1329	SRS5902129	SRP238929	control	liver	False	False	False
1330	SRS3982406	SRP166108	control	liver	False	True	False
1331	SRS5903961	SRP238929	control	liver	False	False	False
1332	SRS5912700	SRP238929	control	liver	False	False	False
1333	SRS3982811	SRP166108	control	liver	False	True	False
1334	SRS5905905	SRP238929	control	liver	False	False	False
1335	SRS3968747	SRP166108	control	liver	False	True	False
1336	SRS3982358	SRP166108	control	liver	False	True	False
1337	SRS3970666	SRP166108	control	liver	False	True	False
1338	SRS3970194	SRP166108	control	liver	False	True	False
1339	SRS3968786	SRP166108	control	liver	False	True	False
1340	SRS4466732	SRP187978	control	liver	False	False	False
1341	SRS4468096	SRP187978	control	liver	False	False	False
1342	SRS3966998	SRP166108	control	liver	False	True	False
1343	SRS3982909	SRP166108	control	liver	False	True	False
1344	SRS5483621	SRP224575	control	liver	False	False	False
1345	SRS5916433	SRP238929	control	liver	False	False	False
1346	SRS4466902	SRP187978	control	liver	False	False	False
1347	SRS5902657	SRP238929	control	liver	False	False	False
1348	SRS3949831	SRP166108	control	liver	False	True	False
1349	SRS5909254	SRP238929	control	liver	False	False	False
1350	SRS5897309	SRP238929	control	liver	False	False	False
1351	SRS5913347	SRP238929	control	liver	False	False	False
1352	SRS5914033	SRP238929	control	liver	False	False	False
1353	SRS3976505	SRP166108	control	liver	False	True	False
1354	SRS3968859	SRP166108	control	liver	False	True	False
1355	SRS4467053	SRP187978	control	liver	False	False	False
1356	SRS1561761	SRP078450	control	liver	False	False	False
1357	SRS3970971	SRP166108	control	liver	False	True	False
1358	SRS3958065	SRP166108	control	liver	False	True	False
1359	SRS4466936	SRP187978	control	liver	False	False	False
1360	SRS3978208	SRP166108	control	liver	False	True	False
1361	SRS3969338	SRP166108	control	liver	False	True	False
1362	SRS3969178	SRP166108	control	liver	False	True	False
1363	SRS3970216	SRP166108	control	liver	False	True	False
1364	SRS3969157	SRP166108	control	liver	False	True	False
1365	SRS3981691	SRP166108	control	liver	False	True	False
1366	SRS3970226	SRP166108	control	liver	False	True	False
1367	SRS5916522	SRP238929	control	liver	False	False	False
1368	SRS4466880	SRP187978	control	liver	False	False	False
1369	SRS4656473	SRP193323	control	liver	False	False	False
1370	SRS5904915	SRP238929	control	liver	False	False	False
1371	SRS5908845	SRP238929	control	liver	False	False	False
1372	SRS4466806	SRP187978	control	liver	False	False	False
1373	SRS4466943	SRP187978	control	liver	False	False	False
1374	SRS5895982	SRP238929	control	liver	False	False	False
1375	SRS3981704	SRP166108	control	liver	False	True	False
1376	SRS4468047	SRP187978	control	liver	False	False	False
1377	SRS1537593	SRP077751	control	liver	False	False	False
1378	SRS5914462	SRP238929	control	liver	False	False	False
1379	SRS3970139	SRP166108	control	liver	False	True	False
1380	SRS3981934	SRP166108	control	liver	False	True	False
1381	SRS3981930	SRP166108	control	liver	False	True	False
1382	SRS5914247	SRP238929	control	liver	False	False	False
1383	SRS2068568	SRP102427	control	liver	False	False	False
1384	SRS4467377	SRP187978	control	liver	False	False	False
1385	SRS3978069	SRP166108	control	liver	False	True	False
1386	SRS1537620	SRP077751	control	liver	False	False	False
1387	SRS5901630	SRP238929	control	liver	False	False	False
1388	SRS3967132	SRP166108	control	liver	False	True	False
1389	SRS5911542	SRP238929	control	liver	False	False	False
1390	SRS3982655	SRP166108	control	liver	False	True	False
1391	SRS4656474	SRP193323	control	liver	False	False	False
1392	SRS3981857	SRP166108	control	liver	False	True	False
1393	SRS3975334	SRP166108	control	liver	False	True	False
1394	SRS4467129	SRP187978	control	liver	False	False	False
1395	SRS5912895	SRP238929	control	liver	False	False	False
1396	SRS5904892	SRP238929	control	liver	False	False	False
1397	SRS4466609	SRP187978	control	liver	False	False	False
1398	SRS4188401	SRP174502	control	liver	False	True	False
1399	SRS5901066	SRP238929	control	liver	False	False	False
1400	SRS3982134	SRP166108	control	liver	False	True	False
1401	ERS092698	ERP001344	control	liver	False	False	False
1402	SRS3977395	SRP166108	control	liver	False	True	False
1403	SRS3959270	SRP166108	control	liver	False	True	False
1404	SRS3960007	SRP166108	control	liver	False	True	False
1405	SRS4467152	SRP187978	control	liver	False	False	False
1406	SRS5908395	SRP238929	control	liver	False	False	False
1407	SRS4467134	SRP187978	control	liver	False	False	False
1408	SRS4656464	SRP193323	control	liver	False	False	False
1409	SRS4468037	SRP187978	control	liver	False	False	False
1410	SRS5909535	SRP238929	control	liver	False	False	False
1411	SRS1501725	SRP076519	control	liver	False	False	False
1412	SRS3981938	SRP166108	control	liver	False	True	False
1413	SRS5911839	SRP238929	control	liver	False	False	False
1414	SRS4188397	SRP174502	control	liver	False	True	False
1415	SRS4467264	SRP187978	control	liver	False	False	False
1416	SRS1561760	SRP078450	control	liver	False	False	False
1417	SRS5908886	SRP238929	control	liver	False	False	False
1418	SRS5913996	SRP238929	control	liver	False	False	False
1419	SRS5912293	SRP238929	control	liver	False	False	False
1420	SRS2068619	SRP102427	control	liver	False	False	False
1421	SRS3981665	SRP166108	control	liver	False	True	False
1422	SRS3975222	SRP166108	control	liver	False	True	False
1423	SRS5900057	SRP238929	control	liver	False	False	False
1424	SRS5912902	SRP238929	control	liver	False	False	False
1425	SRS3976496	SRP166108	control	liver	False	True	False
1426	SRS3977226	SRP166108	control	liver	False	True	False
1427	SRS5903799	SRP238929	control	liver	False	False	False
1428	SRS5915383	SRP238929	control	liver	False	False	False
1429	SRS3982139	SRP166108	control	liver	False	True	False
1430	SRS3976788	SRP166108	control	liver	False	True	False
1431	SRS5900768	SRP238929	control	liver	False	False	False
1432	SRS5900671	SRP238929	control	liver	False	False	False
1433	SRS3974722	SRP166108	control	liver	False	True	False
1434	SRS3949919	SRP166108	control	liver	False	True	False
1435	SRS5896542	SRP238929	control	liver	False	False	False
1436	SRS3978088	SRP166108	control	liver	False	True	False
1437	SRS3967239	SRP166108	control	liver	False	True	False
1438	SRS5913173	SRP238929	control	liver	False	False	False
1439	SRS5914597	SRP238929	control	liver	False	False	False
1440	SRS5904848	SRP238929	control	liver	False	False	False
1441	SRS5896042	SRP238929	control	liver	False	False	False
1442	SRS3967168	SRP166108	control	liver	False	True	False
1443	SRS5905734	SRP238929	control	liver	False	False	False
1444	SRS4466605	SRP187978	control	liver	False	False	False
1445	SRS5901560	SRP238929	control	liver	False	False	False
1446	SRS5571437	SRP226979	control	liver	False	False	False
1447	SRS4467573	SRP187978	control	liver	False	False	False
1448	SRS5939917	SRP239423	control	liver	False	False	False
1449	SRS4467360	SRP187978	control	liver	False	False	False
1450	SRS4467062	SRP187978	control	liver	False	False	False
1451	SRS3967271	SRP166108	control	liver	False	True	False
1452	SRS3982007	SRP166108	control	liver	False	True	False
1453	SRS4467054	SRP187978	control	liver	False	False	False
1454	SRS3981741	SRP166108	control	liver	False	True	False
1455	SRS3969772	SRP166108	control	liver	False	True	False
1456	SRS649686	SRP012682	control	liver	False	False	False
1457	SRS5905129	SRP238929	control	liver	False	False	False
1458	SRS4466634	SRP187978	control	liver	False	False	False
1459	SRS5911909	SRP238929	control	liver	False	False	False
1460	SRS937322	SRP058357	control	liver	False	False	False
1461	SRS638031	SRP012682	control	liver	False	False	False
1462	SRS5900225	SRP238929	control	liver	False	False	False
1463	SRS4467579	SRP187978	control	liver	False	False	False
1464	SRS5908728	SRP238929	control	liver	False	False	False
1465	SRS4656478	SRP193323	control	liver	False	False	False
1466	SRS5908237	SRP238929	control	liver	False	False	False
1467	SRS3958014	SRP166108	control	liver	False	True	False
1468	SRS4656450	SRP193323	control	liver	False	False	False
1469	SRS937314	SRP058357	control	liver	False	False	False
1470	SRS1719644	SRP090633	control	liver	False	False	False
1471	SRS3981991	SRP166108	control	liver	False	True	False
1472	SRS5902410	SRP238929	control	liver	False	False	False
1473	SRS3967232	SRP166108	control	liver	False	True	False
1474	SRS3968810	SRP166108	control	liver	False	True	False
1475	SRS3969990	SRP166108	control	liver	False	True	False
1476	SRS3967095	SRP166108	control	liver	False	True	False
1477	SRS3968815	SRP166108	control	liver	False	True	False
1478	SRS4742636	SRP197353	control	liver	False	False	False
1479	SRS5483632	SRP224575	control	liver	False	False	False
1480	SRS3968765	SRP166108	control	liver	False	True	False
1481	SRS629391	SRP012682	control	liver	False	False	False
1482	SRS3969428	SRP166108	control	liver	False	True	False
1483	SRS625609	SRP012682	control	liver	False	False	False
1484	SRS3969322	SRP166108	control	liver	False	True	False
1485	SRS979194	SRP060355	control	liver	False	False	False
1486	SRS3981764	SRP166108	control	liver	False	True	False
1487	SRS4467398	SRP187978	control	liver	False	False	False
1488	SRS3949828	SRP166108	control	liver	False	True	False
1489	SRS3954382	SRP166108	control	liver	False	True	False
1490	SRS5897290	SRP238929	control	liver	False	False	False
1491	SRS3981769	SRP166108	control	liver	False	True	False
1492	SRS5900550	SRP238929	control	liver	False	False	False
1493	SRS4467424	SRP187978	control	liver	False	False	False
1494	SRS5939897	SRP239423	control	liver	False	False	False
1495	SRS649644	SRP012682	control	liver	False	False	False
1496	SRS3982440	SRP166108	control	liver	False	True	False
1497	SRS3965827	SRP166108	control	liver	False	True	False
1498	SRS3976499	SRP166108	control	liver	False	True	False
1499	SRS4466766	SRP187978	control	liver	False	False	False
1500	SRS5908819	SRP238929	control	liver	False	False	False
1501	SRS5939839	SRP239423	control	liver	False	False	False
1502	SRS4467176	SRP187978	control	liver	False	False	False
1503	SRS4656429	SRP193323	control	liver	False	False	False
1504	SRS4467086	SRP187978	control	liver	False	False	False
1505	SRS4466555	SRP187978	control	liver	False	False	False
1506	SRS1537586	SRP077751	control	liver	False	False	False
1507	SRS2669296	SRP124486	control	liver	False	False	False
1508	SRS937303	SRP058357	control	liver	False	False	False
1509	SRS5901815	SRP238929	control	liver	False	False	False
1510	SRS3959889	SRP166108	control	liver	False	True	False
1511	SRS5903639	SRP238929	control	liver	False	False	False
1512	SRS3974528	SRP166108	control	liver	False	True	False
1513	SRS5897362	SRP238929	control	liver	False	False	False
1514	SRS5896351	SRP238929	control	liver	False	False	False
1515	SRS3970674	SRP166108	control	liver	False	True	False
1516	SRS5939867	SRP239423	control	liver	False	False	False
1517	SRS5898685	SRP238929	control	liver	False	False	False
1518	SRS4467173	SRP187978	control	liver	False	False	False
1519	SRS4467977	SRP187978	control	liver	False	False	False
1520	SRS3976608	SRP166108	control	liver	False	True	False
1521	SRS5905763	SRP238929	control	liver	False	False	False
1522	SRS5897702	SRP238929	control	liver	False	False	False
1523	SRS3970368	SRP166108	control	liver	False	True	False
1524	SRS5906177	SRP238929	control	liver	False	False	False
1525	SRS5907042	SRP238929	control	liver	False	False	False
1526	SRS3982472	SRP166108	control	liver	False	True	False
1527	SRS3975911	SRP166108	control	liver	False	True	False
1528	SRS3982670	SRP166108	control	liver	False	True	False
1529	SRS3982703	SRP166108	control	liver	False	True	False
1530	SRS3959392	SRP166108	control	liver	False	True	False
1531	SRS1537647	SRP077751	control	liver	False	False	False
1532	SRS5909355	SRP238929	control	liver	False	False	False
1533	SRS5907383	SRP238929	control	liver	False	False	False
1534	SRS5906524	SRP238929	control	liver	False	False	False
1535	SRS5902661	SRP238929	control	liver	False	False	False
1536	SRS3978278	SRP166108	control	liver	False	True	False
1537	SRS5462240	SRP223896	control	liver	False	False	False
1538	SRS3978147	SRP166108	control	liver	False	True	False
1539	SRS3982897	SRP166108	control	liver	False	True	False
1540	SRS4466639	SRP187978	control	liver	False	False	False
1541	SRS4467341	SRP187978	control	liver	False	False	False
1542	SRS3982136	SRP166108	control	liver	False	True	False
1543	SRS3967118	SRP166108	control	liver	False	True	False
1544	SRS5908067	SRP238929	control	liver	False	False	False
1545	SRS5483655	SRP224575	control	liver	False	False	False
1546	SRS3959393	SRP166108	control	liver	False	True	False
1547	SRS5910325	SRP238929	control	liver	False	False	False
1548	SRS5896431	SRP238929	control	liver	False	False	False
1549	SRS5939882	SRP239423	control	liver	False	False	False
1550	SRS3982416	SRP166108	control	liver	False	True	False
1551	SRS1537591	SRP077751	control	liver	False	False	False
1552	SRS3965851	SRP166108	control	liver	False	True	False
1553	SRS5911907	SRP238929	control	liver	False	False	False
1554	SRS3968617	SRP166108	control	liver	False	True	False
1555	SRS3967312	SRP166108	control	liver	False	True	False
1556	SRS4742688	SRP197353	control	liver	False	False	False
1557	SRS5898123	SRP238929	control	liver	False	False	False
1558	SRS4466967	SRP187978	control	liver	False	False	False
1559	SRS4468187	SRP187978	control	liver	False	False	False
1560	SRS5913212	SRP238929	control	liver	False	False	False
1561	SRS2068533	SRP102427	control	liver	False	False	False
1562	SRS5903475	SRP238929	control	liver	False	False	False
1563	SRS3969390	SRP166108	control	liver	False	True	False
1564	SRS212719	SRP007338	control	liver	False	False	False
1565	SRS3968689	SRP166108	control	liver	False	True	False
1566	SRS3967223	SRP166108	control	liver	False	True	False
1567	SRS5905497	SRP238929	control	liver	False	False	False
1568	SRS625742	SRP012682	control	liver	False	False	False
1569	SRS4467080	SRP187978	control	liver	False	False	False
1570	SRS2068528	SRP102427	control	liver	False	False	False
1571	SRS5901271	SRP238929	control	liver	False	False	False
1572	SRS5903382	SRP238929	control	liver	False	False	False
1573	SRS4466460	SRP187978	control	liver	False	False	False
1574	SRS5900726	SRP238929	control	liver	False	False	False
1575	SRS5899091	SRP238929	control	liver	False	False	False
1576	SRS5703748	SRP224575	control	liver	False	False	False
1577	SRS5903430	SRP238929	control	liver	False	False	False
1578	SRS3968856	SRP166108	control	liver	False	True	False
1579	SRS3960054	SRP166108	control	liver	False	True	False
1580	SRS5902141	SRP238929	control	liver	False	False	False
1581	SRS3954651	SRP166108	control	liver	False	True	False
1582	SRS4468178	SRP187978	control	liver	False	False	False
1583	SRS5902306	SRP238929	control	liver	False	False	False
1584	SRS5911624	SRP238929	control	liver	False	False	False
1585	SRS5900989	SRP238929	control	liver	False	False	False
1586	SRS4467635	SRP187978	control	liver	False	False	False
1587	SRS3967069	SRP166108	control	liver	False	True	False
1588	SRS3968598	SRP166108	control	liver	False	True	False
1589	SRS3982924	SRP166108	control	liver	False	True	False
1590	SRS4742637	SRP197353	control	liver	False	False	False
1591	SRS3965916	SRP166108	control	liver	False	True	False
1592	SRS5898111	SRP238929	control	liver	False	False	False
1593	SRS3982750	SRP166108	control	liver	False	True	False
1594	SRS3970128	SRP166108	control	liver	False	True	False
1595	SRS3969154	SRP166108	control	liver	False	True	False
1596	SRS3967039	SRP166108	control	liver	False	True	False
1597	SRS1667474	SRP012682	control	liver	False	False	False
1598	SRS3975209	SRP166108	control	liver	False	True	False
1599	SRS4742653	SRP197353	control	liver	False	False	False
1600	SRS5895941	SRP238929	control	liver	False	False	False
1601	SRS4467088	SRP187978	control	liver	False	False	False
1602	SRS4467303	SRP187978	control	liver	False	False	False
1603	SRS5911820	SRP238929	control	liver	False	False	False
1604	SRS3967175	SRP166108	control	liver	False	True	False
1605	SRS5916152	SRP238929	control	liver	False	False	False
1606	SRS4467164	SRP187978	control	liver	False	False	False
1607	SRS5898131	SRP238929	control	liver	False	False	False
1608	SRS2068604	SRP102427	control	liver	False	False	False
1609	SRS4466767	SRP187978	control	liver	False	False	False
1610	SRS5898686	SRP238929	control	liver	False	False	False
1611	SRS5939841	SRP239423	control	liver	False	False	False
1612	SRS3981662	SRP166108	control	liver	False	True	False
1613	SRS5902162	SRP238929	control	liver	False	False	False
1614	SRS3949931	SRP166108	control	liver	False	True	False
1615	SRS5907860	SRP238929	control	liver	False	False	False
1616	SRS5903977	SRP238929	control	liver	False	False	False
1617	SRS3967134	SRP166108	control	liver	False	True	False
1618	SRS3982468	SRP166108	control	liver	False	True	False
1619	SRS5913190	SRP238929	control	liver	False	False	False
1620	SRS3976720	SRP166108	control	liver	False	True	False
1621	SRS3982208	SRP166108	control	liver	False	True	False
1622	SRS5901467	SRP238929	control	liver	False	False	False
1623	SRS1843969	SRP094716	control	liver	False	False	False
1624	SRS3967074	SRP166108	control	liver	False	True	False
1625	SRS4467498	SRP187978	control	liver	False	False	False
1626	SRS5462218	SRP223896	control	liver	False	False	False
1627	SRS3982746	SRP166108	control	liver	False	True	False
1628	SRS3958231	SRP166108	control	liver	False	True	False
1629	SRS3982777	SRP166108	control	liver	False	True	False
1630	SRS5897524	SRP238929	control	liver	False	False	False
1631	SRS3981798	SRP166108	control	liver	False	True	False
1632	SRS3967191	SRP166108	control	liver	False	True	False
1633	SRS3965753	SRP166108	control	liver	False	True	False
1634	SRS2068543	SRP102427	control	liver	False	False	False
1635	SRS3966981	SRP166108	control	liver	False	True	False
1636	SRS3968588	SRP166108	control	liver	False	True	False
1637	SRS4468053	SRP187978	control	liver	False	False	False
1638	SRS5905459	SRP238929	control	liver	False	False	False
1639	SRS5910459	SRP238929	control	liver	False	False	False
1640	SRS3967084	SRP166108	control	liver	False	True	False
1641	SRS5913091	SRP238929	control	liver	False	False	False
1642	SRS5896145	SRP238929	control	liver	False	False	False
1643	SRS5902446	SRP238929	control	liver	False	False	False
1644	SRS4467400	SRP187978	control	liver	False	False	False
1645	SRS4467305	SRP187978	control	liver	False	False	False
1646	SRS3968873	SRP166108	control	liver	False	True	False
1647	SRS4467627	SRP187978	control	liver	False	False	False
1648	SRS5904782	SRP238929	control	liver	False	False	False
1649	SRS3954631	SRP166108	control	liver	False	True	False
1650	SRS526668	SRP012682	control	liver	False	False	False
1651	SRS3957925	SRP166108	control	liver	False	True	False
1652	SRS5908681	SRP238929	control	liver	False	False	False
1653	SRS5907393	SRP238929	control	liver	False	False	False
1654	SRS5898214	SRP238929	control	liver	False	False	False
1655	SRS5911060	SRP238929	control	liver	False	False	False
1656	SRS937318	SRP058357	control	liver	False	False	False
1657	SRS5913137	SRP238929	control	liver	False	False	False
1658	SRS3975473	SRP166108	control	liver	False	True	False
1659	SRS5900148	SRP238929	control	liver	False	False	False
1660	SRS3967338	SRP166108	control	liver	False	True	False
1661	SRS5899477	SRP238929	control	liver	False	False	False
1662	SRS4467870	SRP187978	control	liver	False	False	False
1663	SRS524740	SRP012682	control	liver	False	False	False
1664	SRS4466781	SRP187978	control	liver	False	False	False
1665	SRS4466940	SRP187978	control	liver	False	False	False
1666	SRS4466600	SRP187978	control	liver	False	False	False
1667	SRS3968695	SRP166108	control	liver	False	True	False
1668	SRS937233	SRP058357	control	liver	False	False	False
1669	SRS3968654	SRP166108	control	liver	False	True	False
1670	SRS5915800	SRP238929	control	liver	False	False	False
1671	SRS4467704	SRP187978	control	liver	False	False	False
1672	SRS3982727	SRP166108	control	liver	False	True	False
1673	SRS3969359	SRP166108	control	liver	False	True	False
1674	SRS3981793	SRP166108	control	liver	False	True	False
1675	SRS5905432	SRP238929	control	liver	False	False	False
1676	SRS5912983	SRP238929	control	liver	False	False	False
1677	SRS3958071	SRP166108	control	liver	False	True	False
1678	SRS5914924	SRP238929	control	liver	False	False	False
1679	SRS525291	SRP012682	control	liver	False	False	False
1680	SRS4467032	SRP187978	control	liver	False	False	False
1681	SRS5895778	SRP238929	control	liver	False	False	False
1682	SRS4467131	SRP187978	control	liver	False	False	False
1683	SRS4466975	SRP187978	control	liver	False	False	False
1684	SRS3975306	SRP166108	control	liver	False	True	False
1685	SRS5896416	SRP238929	control	liver	False	False	False
1686	SRS4468122	SRP187978	control	liver	False	False	False
1687	SRS3982304	SRP166108	control	liver	False	True	False
1688	SRS5900121	SRP238929	control	liver	False	False	False
1689	SRS5915694	SRP238929	control	liver	False	False	False
1690	SRS3969216	SRP166108	control	liver	False	True	False
1691	SRS3958137	SRP166108	control	liver	False	True	False
1692	SRS4467965	SRP187978	control	liver	False	False	False
1693	SRS5903837	SRP238929	control	liver	False	False	False
1694	SRS3982403	SRP166108	control	liver	False	True	False
1695	SRS3975685	SRP166108	control	liver	False	True	False
1696	SRS1719648	SRP090633	control	liver	False	False	False
1697	SRS4466911	SRP187978	control	liver	False	False	False
1698	SRS3958082	SRP166108	control	liver	False	True	False
1699	SRS5939857	SRP239423	control	liver	False	False	False
1700	SRS5897284	SRP238929	control	liver	False	False	False
1701	SRS627100	SRP012682	control	liver	False	False	False
1702	SRS3964064	SRP166108	control	liver	False	True	False
1703	SRS3976558	SRP166108	control	liver	False	True	False
1704	SRS5901235	SRP238929	control	liver	False	False	False
1705	SRS4466636	SRP187978	control	liver	False	False	False
1706	SRS3982420	SRP166108	control	liver	False	True	False
1707	SRS5916675	SRP238929	control	liver	False	False	False
1708	SRS4467043	SRP187978	control	liver	False	False	False
1709	SRS3981661	SRP166108	control	liver	False	True	False
1710	SRS4467411	SRP187978	control	liver	False	False	False
1711	SRS3957912	SRP166108	control	liver	False	True	False
1712	SRS5900882	SRP238929	control	liver	False	False	False
1713	SRS5915840	SRP238929	control	liver	False	False	False
1714	SRS4467199	SRP187978	control	liver	False	False	False
1715	SRS1266830	SRP068976	control	liver	False	False	False
1716	SRS3959380	SRP166108	control	liver	False	True	False
1717	SRS3968554	SRP166108	control	liver	False	True	False
1718	SRS5902580	SRP238929	control	liver	False	False	False
1719	SRS5895549	SRP238929	control	liver	False	False	False
1720	SRS3976794	SRP166108	control	liver	False	True	False
1721	SRS3969391	SRP166108	control	liver	False	True	False
1722	SRS5910002	SRP238929	control	liver	False	False	False
1723	SRS4466705	SRP187978	control	liver	False	False	False
1724	SRS3976732	SRP166108	control	liver	False	True	False
1725	SRS5907913	SRP238929	control	liver	False	False	False
1726	ERS092686	ERP001344	control	liver	False	False	False
1727	SRS1537568	SRP077751	control	liver	False	False	False
1728	SRS3976525	SRP166108	control	liver	False	True	False
1729	SRS3981844	SRP166108	control	liver	False	True	False
1730	SRS3969378	SRP166108	control	liver	False	True	False
1731	SRS5900373	SRP238929	control	liver	False	False	False
1732	SRS3966985	SRP166108	control	liver	False	True	False
1733	SRS3976657	SRP166108	control	liver	False	True	False
1734	SRS3970945	SRP166108	control	liver	False	True	False
1735	SRS4467328	SRP187978	control	liver	False	False	False
1736	SRS4467640	SRP187978	control	liver	False	False	False
1737	SRS3977114	SRP166108	control	liver	False	True	False
1738	SRS5956778	SRP239878	control	liver	False	True	False
1739	SRS2068535	SRP102427	control	liver	False	False	False
1740	SRS5914996	SRP238929	control	liver	False	False	False
1741	SRS5915250	SRP238929	control	liver	False	False	False
1742	SRS3960172	SRP166108	control	liver	False	True	False
1743	SRS3982310	SRP166108	control	liver	False	True	False
1744	SRS5915637	SRP238929	control	liver	False	False	False
1745	SRS5898053	SRP238929	control	liver	False	False	False
1746	SRS4466606	SRP187978	control	liver	False	False	False
1747	SRS4467261	SRP187978	control	liver	False	False	False
1748	SRS3982399	SRP166108	control	liver	False	True	False
1749	SRS5904944	SRP238929	control	liver	False	False	False
1750	SRS3965862	SRP166108	control	liver	False	True	False
1751	SRS3968545	SRP166108	control	liver	False	True	False
1752	SRS629603	SRP012682	control	liver	False	False	False
1753	SRS3968582	SRP166108	control	liver	False	True	False
1754	SRS5914052	SRP238929	control	liver	False	False	False
1755	SRS3977272	SRP166108	control	liver	False	True	False
1756	SRS5895366	SRP238929	control	liver	False	False	False
1757	SRS3977131	SRP166108	control	liver	False	True	False
1758	SRS3976513	SRP166108	control	liver	False	True	False
1759	SRS5913012	SRP238929	control	liver	False	False	False
1760	SRS4467336	SRP187978	control	liver	False	False	False
1761	SRS5906301	SRP238929	control	liver	False	False	False
1762	SRS3970884	SRP166108	control	liver	False	True	False
1763	SRS3964071	SRP166108	control	liver	False	True	False
1764	SRS4467226	SRP187978	control	liver	False	False	False
1765	SRS3974665	SRP166108	control	liver	False	True	False
1766	SRS5907070	SRP238929	control	liver	False	False	False
1767	SRS2068585	SRP102427	control	liver	False	False	False
1768	SRS3968751	SRP166108	control	liver	False	True	False
1769	SRS5901993	SRP238929	control	liver	False	False	False
